"artist_id";"artist_name";"artist_followers";"artist_popularity";"n_genres";"total_releases";"n_album";"n_single";"n_appears_on";"n_compilation"
"6O2zJ0tId7g07yzHtX0yap";"Mobb Deep";732157;69;6;138;12;3;120;3
"3LzHaN3Y3gT35BudaFqVyy";"Kamferdrops";9287;48;1;6;0;6;0;0
"0iEtIxbK0KxaSlF7G42ZOp";"Metro Boomin";1178340;86;6;51;10;9;32;0
"5DK8eK7fjvRsziXzyr3sFA";"Moon Taxi";109457;60;3;21;6;13;2;0
"4V8LLVI7PbaPR0K2TGSxFF";"Tyler, The Creator";2569728;79;4;54;6;11;37;0
"6x2LnllRG5uGarZMsD4iO8";"Thomas Rhett";2484667;78;4;53;7;10;36;0
"4MVyzYMgTwdP7Z49wAZHx0";"Lynyrd Skynyrd";1864621;73;8;97;35;3;42;17
"6LqNN22kT3074XbTVUrhzX";"Kesha";4365966;77;5;75;6;30;38;1
"2DlGxzQSjYe5N6G9nkYghR";"Jennifer Lopez";6082939;78;6;149;14;47;86;2
"5TYxZTjIPqKM8K8NuP9woO";"C. Tangana";592029;77;1;45;2;26;17;0
"49tQo2QULno7gxHutgccqF";"LANY";1295916;78;1;28;2;7;19;0
"6S2OmqARrzebs0tKUEyXyp";"Demi Lovato";12951155;85;4;137;15;33;89;0
"4kI8Ie27vjvonwaB2ePh8T";"Portugal. The Man";866291;74;3;58;9;29;20;0
"3AQRLZ9PuTAozP28Skbq8V";"The Script";4828605;77;7;30;6;14;10;0
"10exVja0key0uqUkk6LJRT";"Vance Joy";1575530;77;4;28;4;20;4;0
"7me0S5Z40qVWj3gzyK8aC3";"Mc Livinho";4318680;74;4;93;2;68;23;0
"2j2rh3oQh4QEUnNTDKYSJD";"187 Strassenbande";859392;64;2;5;3;0;1;1
"3cjEqqelV9zb4BYE3qDQ4O";"EXO";3760282;77;1;31;18;10;3;0
"57WHJIHrjOE3iAxpihhMnp";"Louis Tomlinson";1981486;71;3;13;1;7;5;0
"1LOB7jTeEV14pHai6EXSzF";"Cash Cash";409248;70;11;86;2;44;40;0
"5lwmRuXgjX8xIwlnauTZIP";"Romeo Santos";7434652;85;3;42;7;3;32;0
"6Ha4aES39QiVjR0L2lwuwq";"Yo Gotti";2280012;76;9;576;32;45;499;0
"4obzFoKoKRHIphyHzJ35G3";"Becky G";4238176;85;3;84;0;36;48;0
"6ModsWtBph2rE6zCTVxvZt";"Maite Perroni";564325;63;4;24;1;12;11;0
"25uiPmTg16RbhZWAqwLBy5";"Charli XCX";1476565;77;11;134;4;47;83;0
"73jBynjsVtofjRpdpRAJGk";"Dimitri Vegas & Like Mike";2276850;75;8;307;0;90;217;0
"4kYSro6naA4h99UJvo89HB";"Cardi B";7173211;93;2;87;4;21;62;0
"2bxxlINUlcMQQb39K7IopR";"Abraham Mateo";659231;67;4;32;7;12;13;0
"6tzRZ39aZlNqlUzQlkuhDV";"Pabllo Vittar";2292094;71;3;29;3;15;11;0
"4IVAbR2w4JJNJDDRFP3E83";"6LACK";1425655;82;7;61;4;21;36;0
"790FomKkXshlbRYZFtlgla";"Karol G";4297056;86;1;64;1;34;29;0
"1vCWHaC5f2uS3yhpwWbIA6";"Avicii";12484756;83;5;303;4;50;249;0
"1KCSPY1glIKqW2TotWuXOR";"P!nk";5916426;83;3;89;12;21;54;2
"64KEffDW9EtZ1y2vBYgq8T";"Marshmello";9963128;91;3;101;2;60;39;0
"137W8MRPWKqSmrBGDBFSop";"Wiz Khalifa";7991935;87;7;606;26;38;541;1
"5RSYz1KaYXbHfKdlaxAI8O";"DJ Jonathan";1328;25;0;11;6;5;0;0
"0SD4eZCN4Kr0wQk56hCdh2";"Bonnie Tyler";498732;68;4;95;11;18;62;4
"0RqtSIYZmd4fiBKVFqyIqD";"Thirty Seconds To Mars";2138589;72;5;46;15;16;15;0
"7jy3rLJdDQY21OgRLCZ9sD";"Foo Fighters";5951025;79;6;27;10;6;10;1
"360IAlyVv4PCEVjgyMZrxK";"Miguel";2158765;81;6;137;12;36;89;0
"7yO4IdJjCEPz7YgZMe25iS";"A$AP Mob";989044;69;8;23;4;14;5;0
"0OROVBEZCocg0FcgJpyBse";"Alex Sensation";77970;63;1;14;0;5;9;0
"2ODbg2404zUzTi02qIPEjB";"Tay-K";1275701;69;5;10;2;4;4;0
"0eHQ9o50hj6ZDNBt6Ys1sD";"Yandel";3310257;79;7;135;6;18;111;0
"3BmGtnKgCSGYIUhmivXKWX";"Kelly Clarkson";4650100;77;7;139;15;56;68;0
"51Blml2LZPmy7TTiAg47vQ";"U2";4537379;79;3;112;28;30;45;9
"3wyVrVrFCkukjdVIdirGVY";"Lil Pump";5209715;87;3;66;2;25;39;0
"1GDbiv3spRmZ1XdM1jQbT7";"Natti Natasha";2678556;82;4;35;2;15;18;0
"3ATyg4fGC9F8trfb0GRWmX";"Joey Montana";1433302;67;8;69;4;26;39;0
"2QSPrJfYeRXaltEEiriXN9";"Tove Styrke";117325;68;8;39;3;23;13;0
"1mX1TWKpNxDSAH16LgDfiR";"Jesse & Joy";2669972;75;5;40;8;19;13;0
"5dHt1vcEm9qb8fCyLcB3HL";"A$AP Ferg";1793794;78;8;168;6;39;123;0
"4QQgXkCYTt3BlENzhyNETg";"Earth, Wind & Fire";1619950;74;6;157;24;1;123;9
"6cEuCEZu7PAE9ZSzLLc2oQ";"R3HAB";1553905;80;8;313;2;158;152;1
"6c0mTNAxJxlp9HpKTUZwA8";"ALMA";121427;68;4;52;0;25;27;0
"7CUFPNi1TU8RowpnFRSsZV";"Niska";1937952;72;2;50;4;6;40;0
"6gto7HVNhu4ARE3P3g8Y5Y";"Kollegah";1153051;74;1;78;20;13;45;0
"2UZMlIwnkgAEDBsw1Rejkn";"Tom Petty";790165;70;10;33;5;4;24;0
"4tX2TplrkIP4v05BNC903e";"Tom Petty and the Heartbreakers";898321;70;11;48;17;10;18;3
"6fOMl44jA4Sp5b9PpYCkzz";"NF";1667215;81;2;30;3;9;18;0
"3oSJ7TBVCWMDMiYjXNiCKE";"Kane Brown";1326195;78;2;27;3;15;9;0
"1pPmIToKXyGdsCF6LmqLmI";"Rich The Kid";1462291;85;7;349;2;32;315;0
"7mnAzEmgquhrVtGob81SmO";"Big Shaq";263496;58;1;13;0;6;7;0
"13bDjug9N0pyv3ZUINjkDV";"Bausa";533405;71;1;34;2;5;27;0
"0L8ExT028jH3ddEcZwqJJ5";"Red Hot Chili Peppers";9913417;85;5;46;15;14;13;4
"6Dd3NScHWwnW6obMFbl1BH";"Daya";810364;75;6;39;1;11;27;0
"3EiLUeyEcA6fbRPSHkG5kb";"De La Ghetto";2770649;78;6;224;3;37;184;0
"7c0XG5cIJTrrAgEC3ULPiq";"Ty Dolla $ign";2516885;89;6;567;11;55;501;0
"0NyzfcGDZZ6GM25EBG9BYK";"Ray Parker, Jr.";26598;54;2;40;7;1;30;2
"4DdkRBBYG6Yk9Ka8tdJ9BW";"Offset";982278;91;4;174;2;19;153;0
"711MCceyCBcFnzjGY4Q7Un";"AC/DC";10424093;83;4;28;20;1;4;3
"1QM4zJDvUZPB1oX0pGLkjg";"Bobby \"Boris\" Pickett & The Crypt-Kickers";756;36;1;2;0;0;2;0
"3xs0LEzcPXtgNfMNcHzLIP";"Rockwell";4531;52;0;14;0;0;14;0
"00tVTdpEhQQw1bqdu8RCx2";"Blue Öyster Cult";608415;65;10;41;15;1;20;5
"164hs3x1Tsp3FgJWNHee1r";"The Citizens of Halloween";5214;43;0;60;55;1;4;0
"5wPoxI5si3eJsYYwyXV4Wi";"N.E.R.D";438765;65;3;39;12;10;16;1
"4q3ewBCX7sLwd24euuV69X";"Bad Bunny";11495102;94;2;136;1;63;72;0
"3EXdLajEO02ziZ90P90bSW";"Lil Xan";1746915;74;3;71;1;36;34;0
"0WOxhx4hikIsyF3CRPLC8W";"Famous Dex";1412580;74;9;123;9;26;88;0
"4iHNK0tOyZPYnBU7nGAgpQ";"Mariah Carey";4009203;78;4;214;23;57;131;3
"7gZfnEnfiaHzxARJ2LeXrf";"6ix9ine";3614920;89;1;36;2;12;22;0
"2kCcBybjl3SAtIcwdWpUe3";"Lil Peep";1983868;85;2;43;2;14;27;0
"5fMUXHkw8R8eOP2RNVYEZX";"Diplo";1823625;87;5;199;7;78;114;0
"5lpH0xAS4fVfLkACg9DAuM";"Wham!";690206;69;7;23;3;2;16;2
"7x8MuRMbm9XIldHSJOtoNo";"22 Savage";40351;31;0;22;2;10;10;0
"3gGUMEwIX6XodWsYEvKSal";"YBN Nahmir";1452293;75;3;34;1;9;24;0
"4phGZZrJZRo4ElhRtViYdl";"Jason Mraz";4164656;79;5;70;14;24;30;2
"2JyWXPbkqI5ZJa3gwqVa0c";"Craig David";439816;70;8;64;7;18;38;1
"4cPHsZM98sKzmV26wlwD2W";"Brenda Lee";109696;58;6;150;26;0;122;2
"3hBQ4zniNdQf1cqqo6hzuW";"Salmo";1134220;77;2;49;8;9;32;0
"4sj6D0zlMOl25nprDJBiU9";"Andy Williams";179522;63;8;100;41;0;57;2
"1GxkXlMwML1oSg5eLPiAz3";"Michael Bublé";3003156;78;3;89;16;11;62;0
"35S20clEkkSNUo23ViaslZ";"Band Aid";14092;53;1;20;0;0;20;0
"0vbEs3DgphJ2RGZqh4qFLT";"Anita Kerr Singers";1076;30;3;27;20;0;7;0
"2Q4r4Epfaaho06ONTHx7OS";"MC's Jhowzinho & Kadinho";696568;61;4;35;0;25;10;0
"1Mxqyy3pSjf8kZZL4QVxS0";"Frank Sinatra";2772916;77;4;209;73;1;99;36
"4x1nvY2FN8jxqAFA0DA02H";"John Lennon";2318480;71;8;228;13;4;207;4
"7K78lVZ8XzkjfRSI7570FF";"José Feliciano";131129;61;1;224;68;9;147;0
"6ZjFtWeHP9XN7FeKSUe80S";"Bing Crosby";215076;63;4;381;71;1;298;11
"0xOeVMOz2fVg5BJY3N6akT";"Jaden Smith";700280;77;6;48;5;17;26;0
"2wzMOQwNT6ZvVB4amvhFAH";"The Pogues";233585;59;6;37;9;2;22;4
"5KEG7G8LDYlHgFDqZyEEs2";"Chris Rea";248130;59;5;51;18;4;27;2
"4STHEaNw4mPZ2tzheohgXB";"Paul McCartney";2071968;74;7;332;59;10;258;5
"0wi4yTYlGtEnbGo4ltZTib";"Shakin' Stevens";59591;53;4;10;1;1;7;1
"7v4imS0moSyGdXyLgVTIV7";"Nat King Cole";955608;67;3;245;58;3;183;1
"0MHgLfmQdutffmvWe5XBTN";"Burl Ives";24247;54;4;82;20;1;59;2
"43ZHCT0cAZBISjO8DG9PnE";"Elvis Presley";2832380;78;4;163;76;5;64;18
"6lBN3Tzt61u8i9AJoAhKzF";"Mykola Dmytrovych Leontovych";1074;47;2;124;0;2;122;0
"5v8jlSmAQfrkTjAlpUfWtu";"Perry Como";153335;58;6;55;33;0;21;1
"26AHtbjWKiwYzsoGoUZq53";"Pentatonix";2181638;73;1;61;11;21;29;0
"1AwO9pWEBSBoWdEZu28XDC";"Eartha Kitt";64825;51;4;99;7;0;87;5
"4ytkhMSAnrDP8XzRNlw9FS";"Vince Guaraldi Trio";61354;54;4;49;13;3;32;1
"6Xgp2XMz1fhVYe7i6yNAax";"Trippie Redd";2708031;87;2;91;4;12;75;0
"26dSoYclwsYLMAKD3tpOr4";"Britney Spears";5791172;79;5;97;10;25;56;6
"3PhoLpVuITZKcymswpck5b";"Elton John";2481040;81;4;305;47;13;242;3
"77tT1kLj6mCWtFNqiOmP9H";"Daryl Hall & John Oates";741200;74;6;203;24;6;157;16
"6JL8zeS1NmiOftqZTRgdTz";"Meghan Trainor";7062337;80;5;61;4;16;41;0
"4RVnAU35WRWra6OZ3CbbMA";"Kylie Minogue";753766;69;9;332;25;94;207;6
"2W6kbe0nm96COrHzNmfLLd";"MC Fioti";1080720;64;2;59;0;50;9;0
"38EmEgXkgK51MT2tPY0EoC";"Bobby Helms";8878;55;2;72;10;5;57;0
"2OnKRchqP7tT0FzTvWIFI7";"Wolfine";800701;68;3;25;1;11;13;0
"6extd4B6hl8VTmnlhpl2bY";"Huncho Jack";389484;70;6;4;1;0;3;0
"3oDbviiivRWhXwIE8hxkVV";"The Beach Boys";1797316;73;6;143;59;10;55;19
"7CyeXFnOrfC1N6z4naIpgo";"The Ronettes";100799;60;7;25;2;1;22;0
"3eqjTLE0HfPfh78zjh6TqT";"Bruce Springsteen";2043736;76;7;123;29;18;71;5
"6Ff53KvcvAj5U7Z1vojB5o";"*NSYNC";883612;71;5;37;4;0;31;2
"73Np75Wv2tju61Eo9Zw4IR";"Idina Menzel";184837;70;5;68;6;27;35;0
"54R6Y0I7jGUCveDTtI21nb";"Boney M.";387073;66;2;63;15;4;15;29
"0hItVPjwJLVZrFqOyIsxPf";"Judy Garland";94902;52;5;137;40;1;92;4
"5lKZWd6HiSCLfnDGrq9RAm";"Leona Lewis";1636158;72;12;59;7;17;35;0
"4yiQZ8tQPux8cPriYMWUFP";"Gwen Stefani";2871322;73;9;70;7;11;52;0
"2apYMRrg5FxN4go0pfsCvf";"Melanie Thornton";4049;41;0;2;0;0;2;0
"0ECwFtbIWEVNwjlrfc6xoL";"Eagles";2802996;77;7;19;10;2;2;5
"3Z02hBLubJxuFJfhacLSDc";"Bryan Adams";1044789;76;7;132;21;9;101;1
"10n5lhNDoSMUHWLlnST1yw";"Slade";88516;46;2;1;0;1;0;0
"49e4v89VmlDcFCMyDv9wQ9";"Dean Martin";611753;68;5;190;60;4;123;3
"391oLRVmoTkumiN79HkTWu";"Darlene Love";23310;49;4;41;6;4;31;0
"1Y8cdNmUJH7yBTd9yOvr5i";"Destiny's Child";3006309;75;7;71;6;15;46;4
"5ixB75BQR3ADoWQkcHQJTs";"Gene Autry";19189;48;4;68;21;2;44;1
"7823Dim2TzjiQQ9wRQxyi9";"Wizzard";13319;40;2;47;2;1;44;0
"2lolQgalUvZDfp5vvVtTYV";"Tony Bennett";397493;66;4;196;68;10;100;18
"3nohf4qILMr5aUSOsolwxB";"Jona Lewie";4087;42;1;20;6;3;11;0
"0GByy3DcfbQwDvXGCWmzv9";"Pretenders";442304;65;17;44;17;6;18;3
"2ysnwxxNtSgbb9t1m2Ur4j";"George Ezra";1940082;81;2;26;3;13;10;0
"1eEfMU2AhEo7XnKgL7c304";"Carpenters";771751;67;5;51;29;1;13;8
"2nvKpWcP8etYTq4JrRiUiy";"Cliff Richard";115803;54;11;87;37;1;44;5
"5Gejwv3xz2DpLcxVpMD6hL";"Thurl Ravenscroft";1797;48;1;22;0;0;22;0
"7rpf45DdbpweG51Acze45i";"Kay Starr";18646;45;8;68;15;4;47;2
"3OpnoUqoRIHWbsFs4Nw0NQ";"Nat King Cole Trio";65396;46;7;66;4;1;59;2
"3cqIsBnzV3BabbPWKz8Txf";"Mud";33539;43;3;80;4;9;67;0
"7dbKeVkihtOifdiu7f3rUg";"Lou Monte";4149;41;1;26;5;1;20;0
"602DnpaSXJB4b9DZrvxbDc";"Peggy Lee";179526;57;9;397;61;3;327;6
"6KWcxMWVNVIYbdOQyJtsSy";"The Platters";254181;61;12;99;30;0;61;8
"6i392l38cR3uBPF0DbNs7S";"Quality Control";273195;71;6;41;2;32;7;0
"6U1dBXJhC8gXFjamvFTmHg";"Zac Efron";420323;76;3;14;0;1;13;0
"7HV2RI2qNug4EcQqLbCAKS";"Keala Settle";83816;75;3;18;0;6;12;0
"1ackd5XprZEkH3McKbQD51";"Juan Magán";1200689;76;6;165;6;56;103;0
"5F1aoppMtU3OMiltO8ymJ2";"Hugh Jackman";297406;77;1;22;0;0;22;0
"1G9G7WwrXka3Z1r7aIDjI7";"OutKast";1049998;75;6;53;7;2;43;1
"1LZEQNv7sE11VDY3SdxQeN";"Bee Gees";1758155;75;4;55;27;0;16;12
"5EvFsr3kj42KNv97ZEnqij";"Shaggy";1100468;73;3;356;17;75;262;2
"3RGLhK1IP9jnYFH4BRFJBS";"The Clash";1494721;73;6;23;10;0;11;2
"0NKDgy9j66h3DLnN8qu1bB";"Eurythmics";649564;70;10;50;17;6;24;3
"7nwUJBm0HE4ZxD3f5cy5ok";"Aretha Franklin";1765919;74;7;767;50;9;690;18
"3WrFJ7ztbogyGnTHbHJFl2";"The Beatles";11246051;87;4;29;22;0;0;7
"0PFtn5NtBbbUNbU9EAmIWF";"Toto";932671;75;4;57;23;6;26;2
"0LyOADBjj28cbvJWTXUEGA";"Loren Allred";47715;69;3;20;0;4;16;0
"2cQr2KbzdRtIFlfbHGnNsL";"Ziv Zaifman";3853;66;1;3;0;0;3;0
"2JLqTvFXmC87BksiCsBezV";"Matt Terry";106369;58;2;12;1;7;4;0
"7d3WFRME3vBY2cgoP38RDo";"Lil Skies";2296793;87;1;45;3;16;26;0
"2LAqcqAQ8KPTsl1HBgBrqM";"Michelle Williams";3001;69;1;3;0;0;3;0
"6Y20PijIkUoCtuvtkz37dO";"Austyn Johnson";1231;60;1;3;0;0;3;0
"3WGpXCj9YhhfX11TToZcXP";"Troye Sivan";3128131;84;4;40;3;19;18;0
"28ExwzUQsvgJooOI0X1mr3";"Jay Rock";531674;75;9;144;5;10;129;0
"7t0rwkOPGlDPEhaOcVtOt9";"The Cranberries";1487716;74;2;48;15;7;22;4
"3gTZHK9u10mTyoEoT9tJaE";"Lean Trap";251;0;0;0;0;0;0;0
"23TFHmajVfBtlRx5MXqgoz";"Sfera Ebbasta";2866741;78;1;36;6;7;23;0
"6ywXRaHY7m2DJ0dd7CsLAB";"Ramz";146224;67;1;14;0;10;4;0
"7CCjtD0hCK005Bvg2WG1a7";"Carnage";215149;67;6;51;2;31;18;0
"6bGwi8TG7T8Vcp415XooE5";"Jojo Maronttinni";191732;54;2;11;0;7;4;0
"4GvEc3ANtPPjt1ZJllr5Zl";"Bazzi";1215428;82;3;11;1;5;5;0
"3egWSWp7Y4FyCKIyvXbw7L";"Ghali";1938149;67;2;18;4;8;6;0
"431Pb5EV8KsCBGTw96ZTQ4";"Dj Kass";25589;55;1;11;0;10;1;0
"3CjlHNtplJyTf9npxaPl5w";"CHVRCHES";945674;71;6;35;7;21;7;0
"2IDLDx25HU1nQMKde4n61a";"Rich Brian";993667;74;2;28;1;21;6;0
"1z4g3DjTBBZKhvAroFlhOM";"Red Velvet";2062333;73;1;20;4;16;0;0
"5IcR3N7QB1j6KBL8eImZ8m";"ScHoolboy Q";2315251;77;8;153;7;9;137;0
"4TEJudQY2pXxVHPE3gD2EU";"BlocBoy JB";681752;76;6;41;4;9;28;0
"68kEuyFKyqrdQQLLsmiatm";"Vince Staples";796261;74;6;111;9;11;91;0
"2TImI3DW7o5MdRXJs4D37h";"SOB X RBE";242301;67;3;70;4;13;53;0
"1CoZyIx7UvdxT5c8UkMzHd";"Jorja Smith";805020;76;4;35;1;17;17;0
"0g9vAlRPK9Gt3FKCekk4TW";"Ab-Soul";522315;64;7;86;4;2;80;0
"3qBKjEOanahMxlRojwCzhI";"Zacari";34172;69;1;23;0;5;18;0
"4AA474G2hRfrHyGrfyDseO";"Mozzy";221429;68;3;597;38;90;469;0
"6tdM5Njlln7nWkonCppW0u";"MC Loma e As Gêmeas Lacração";510566;58;3;20;0;20;0;0
"0haZhu4fFKt0Ag94kZDiz2";"Sofia Reyes";822009;69;5;32;1;17;14;0
"0vR2qb8m9WHeZ5ByCbimq2";"Reik";2659074;83;6;54;8;14;32;0
"7z2avKuuiMAT4XZJFv8Rvh";"Tom Walker";324749;79;2;43;1;32;10;0
"13ubrt8QOOCPljQ2FL1Kca";"A$AP Rocky";5100548;86;7;183;5;28;150;0
"14rP13jdQNgQvuPA2AkBgm";"Glades";56985;60;6;28;2;17;9;0
"5Rl15oVamLq7FbSb0NNBNy";"5 Seconds of Summer";4327977;86;4;41;8;22;11;0
"6ueGR6SWhUJfvEhqkvMsVs";"Janelle Monáe";640899;71;8;72;5;23;44;0
"2wkoKEfS6dXwThbyTnZWFU";"Mau y Ricky";795248;82;3;18;0;13;5;0
"2jku7tDXc6XoB6MO2hFuqg";"Tory Lanez";2155081;84;8;314;6;27;281;0
"0b1sIQumIAsNbqAoIClSpy";"j-hope";1249133;65;2;2;1;0;1;0
"1zNqQNIdeOUZHb8zbZRFMX";"Swae Lee";384856;90;1;81;2;8;71;0
"5vBSrE1xujD2FXYRarbAXc";"Years & Years";1001947;77;5;55;2;25;28;0
"28y6CyJNkGNjJQKrlx4AmN";"HRVY";558650;66;4;19;0;15;4;0
"3EOEK57CV77D4ovYVcmiyt";"Dennis Lloyd";188402;75;1;11;0;11;0;0
"7ao5uJZUsPeVpWlNkkjWyx";"DJ A1";35;0;0;0;0;0;0;0
"6beUvFUlKliUYJdLOXNj9C";"King Princess";242024;73;3;9;0;6;3;0
"1tqhsYv8yBBdwANFNzHtcr";"Lil Dicky";1098165;72;2;20;1;11;8;0
"4m6ubhNsdwF4psNf3R8kwR";"Khea";1066337;77;2;36;0;28;8;0
"20JZFwl6HVl6yg8a4H3ZqK";"Panic! At The Disco";6329519;87;3;24;8;7;9;0
"2kRfqPViCqYdSGhYSM9R0Q";"Madison Beer";909036;76;5;23;1;17;5;0
"7z5WFjZAIYejWy0NI5lv4T";"Dan + Shay";780766;78;1;37;4;16;17;0
"3LjhVl7GzYsza1biQjTpaN";"Hayley Kiyoko";827648;68;5;27;1;16;10;0
"487N2T9nIPEHrlTZLL3SQs";"Zé Neto & Cristiano";5758557;82;1;62;6;10;46;0
"3JXpwnHbLvXxY99EuXqFPX";"Poo Bear";24828;63;1;49;2;11;36;0
"5n9bMYfz9qss2VOW89EVs2";"Bomba Estéreo";653993;67;3;58;6;10;42;0
"5jAMCwdNHWr7JThxtMuEyy";"NOTD";34725;75;7;46;0;21;25;0
"1moxjboGR7GNWYIMWsRjgG";"Florence + The Machine";4351571;78;4;56;13;22;21;0
"5hdhHgpxyniooUiQVaPxQ0";"Nio Garcia";517663;75;4;75;0;47;28;0
"1elUiq4X7pxej6FRlrEzjM";"Jorge & Mateus";9476809;79;2;128;9;15;104;0
"2ZXnTEyYopSLCDiz5Z0XIf";"MC Kekel";2446859;74;4;64;1;47;16;0
"6BeO1KuAWBqFriL1mLHtNc";"Leslie Grace";651658;70;4;34;3;19;12;0
"6qqNVTkY8uBg9cP3Jd7DAH";"Billie Eilish";5095277;93;2;41;0;19;22;0
"5SulO4l40qDuV9zUGLZx7n";"Capo Plaza";1597541;74;1;33;3;18;12;0
"5iNrZmtVMtYev5M9yoWpEq";"Seeb";117913;76;6;67;0;31;36;0
"7iLc4hrjOjQPfg1E3cCHg1";"Tim Berg";153905;54;3;176;0;11;165;0
"2uFC1dAj5b0YU7vulKNZ0p";"Banx & Ranx";7825;61;1;28;0;13;15;0
"6xvpfMjWTougrRRtK7iikz";"Mason Ramsey";63783;51;1;3;0;3;0;0
"4WZGDpNwrC0vNQyl9QzF7d";"Capital Bra";1722079;84;1;32;1;8;23;0
"5eioJDe26lOqkAMbuhzZYs";"Gzuz";690921;79;2;39;2;3;34;0
"3a5ydeAaojKa3CHWe5PVWK";"MC MM";657650;60;4;53;2;47;4;0
"14D0I0RYqvIorkPL2EWoQh";"MC WM";2432406;67;4;76;1;60;15;0
"3vQ0GE3mI0dAaxIMYe5g7z";"Paulo Londra";3918466;85;3;25;0;14;11;0
"1UCxzrM5WJh9ure5vCcsim";"Charlie Charles";296803;61;1;9;1;4;4;0
"1l7ZsJRRS8wlW3WfJfPfNS";"Christina Aguilera";4010077;79;6;146;11;36;99;0
"4ScCswdRlyA23odg9thgIO";"Jess Glynne";1395622;82;5;89;2;38;49;0
"2iK8weavvfS2xJCmzNzNE5";"J-AX";919593;66;3;65;9;13;43;0
"2urF8dgLVfDjunO0pcHUEe";"Alvaro Soler";855853;71;1;16;2;9;5;0
"7Ln80lUS6He07XvHI8qqHH";"Arctic Monkeys";7505542;84;6;34;6;23;5;0
"7EQ0qTo7fWT7DPxmxtSYEc";"Bastille";3366866;85;3;76;6;40;30;0
"4CuMwzDzEdlUJMEna38VQ0";"Dark Polo Gang";868405;70;3;15;6;6;3;0
"4MCBfE4596Uoi2O4DtmEMz";"Juice WRLD";3511073;94;1;31;4;6;21;0
"4Z4afeDmHFxPmJorIwupbZ";"Netta";32306;55;2;7;0;6;1;0
"39E15l8zeCDYpSZwFNX4G2";"Eleni Foureira";38139;58;2;49;5;26;18;0
"6Kz7MXIUFMtp5Ts91lagtR";"Mikolas Josef";34439;51;2;8;0;7;1;0
"21aa4pj9BvbFB2iT8kRpnq";"Michael Schulte";72151;64;3;38;10;20;8;0
"7jEEE187pVG6InOxn03oA5";"Benjamin Ingrosso";62582;65;1;20;1;17;2;0
"6AUl0ykLLpvTktob97x9hO";"Tee Grizzley";1171073;75;7;74;7;21;46;0
"5f7VJjfbwm532GiveGC0ZK";"Lil Baby";1762732;89;5;115;7;16;92;0
"2nszmSgqreHSdJA3zWPyrW";"Luis Miguel";2992406;82;3;43;30;8;4;1
"6LjdKBMnP1Da8Oe6WhrN56";"Aldair Playboy";353044;63;3;22;2;10;10;0
"6t1gpxYbY8OlLA7D2RiikQ";"Loud Luxury";77989;77;4;75;0;16;59;0
"0ONHkAv9pCAFxb0zJwDNTy";"Pusha T";1213707;74;7;321;9;21;291;0
"2Z0lRIqr997lIUiPtrpKCr";"Matheus & Kauan";5354288;76;2;58;6;9;43;0
"1AL2GKpmRrKXkYIcASuRFa";"Wesley Safadão";6324105;79;1;118;9;29;80;0
"3mIj9lX2MWuHmhNCA7LSCW";"The 1975";2932016;81;4;22;5;10;7;0
"3b8QkneNDz4JHKKKlLgYZg";"Florida Georgia Line";2624935;83;5;78;9;13;56;0
"2hPgGN4uhvXAxiXQBIXOmE";"KIDS SEE GHOSTS";215917;70;3;3;1;0;2;0
"3drqpTL4sQOckmAfF9i1wg";"Summer Cem";563939;75;1;55;5;4;46;0
"3shPgAzHMyRwWOkXeoWKeB";"MC Bruninho";203124;63;3;9;0;8;1;0
"7wg1qvie3KqDNQbAkTdbX0";"Louis The Child";253952;70;5;40;0;18;22;0
"2UwqpfQtNuhBwviIC0f2ie";"Damso";1912681;75;4;29;4;7;18;0
"41MozSoPIsD1dJM0CLPjZF";"BLACKPINK";5641840;81;1;10;1;8;1;0
"20qISvAhX20dpIbOOzGK3q";"Nas";1499862;74;8;414;34;7;367;6
"7HkdQ0gt53LP4zmHsL0nap";"Ella Mai";1323041;80;4;33;2;7;24;0
"4fpTMHe34LC5t3h5ztK8qu";"The Carters";434171;68;5;2;2;0;0;0
"3NH8t45zOTqzlZgBvZRjvB";"PNL";1626434;70;2;9;3;6;0;0
"3CDoRporvSjdzTrm99a3gi";"Ludmilla";2578723;74;3;105;3;29;73;0
"5IH6FPUwQTxPSXurCrcIov";"Alec Benjamin";384319;81;3;3;1;2;0;0
"0A0FS04o6zMoto8OKPsDwY";"YG";1572122;83;8;257;14;31;212;0
"00XhexlJEXQstHimpZN910";"Brytiago";1289623;83;4;68;0;30;38;0
"5MouCg6ta7zAxsfMEbc1uh";"OMI";432601;67;2;35;2;14;19;0
"3v6Ji4uoWtKRkhuDUaxi9n";"Dynoro";64741;76;1;9;0;5;4;0
"3c96G4d2lUOxhomM2mby5S";"Bushido";825378;71;2;37;14;4;19;0
"3LtYMPncqtiugGwOuuLq3h";"Baddiel, Skinner & Lightning Seeds";2933;42;0;6;1;4;1;0
"20sxb77xiYeusSH8cVdatc";"Meek Mill";2996146;86;7;352;18;39;295;0
"14zUHaJZo1mnYtn6IBRaRP";"Justin Quiles";1083891;78;5;130;3;70;57;0
"1iPOay2JCcgNMPvBaPe9Ky";"Street Rappers";30;3;0;1;1;0;0;0
"5CiGnKThu5ctn9pBxv7DGa";"benny blanco";179826;84;4;15;2;10;3;0
"2DspEsT7UXGKd2VaaedgG4";"Alex Rose";435428;78;3;46;0;29;17;0
